## Generic Event attributes (range 1-999),,,,General,Network,System,Appl,PH,displayFormat,Count(DISTINCT),GroupBy,Aggr,OrderBy,Deprecated,Availability,SysPerf,NetPerf,AppPerf,Change,Security,Simple,rbac,Description
2213,UPS Battery Status,upsBatteryStatus,uint32,0,0,1,0,0,Code,0,0,1,1,0,,1,,,,,1,,
2214,UPS Replace Battery Indicator,upsReplaceBatteryIndicator,uint32,0,0,1,0,0,Code,0,0,1,1,0,,1,,,,,1,,
2215,UPS Time on Battery (sec),upsTimeOnBattery,uint32,0,0,1,0,0,DurationSec,0,0,1,1,0,,1,,,,,1,,
2216,UPS Output Status,upsBasicOutputStatus,uint32,0,0,1,0,0,Code,0,0,1,1,0,,1,,,,,1,,
2217,UPS Output Load,upsAdvOutputLoad,uint32,0,0,1,0,0,,0,0,1,1,0,,1,,,,,1,,
2218,UPS Output Voltage (V),upsAdvOutputVoltage,uint32,0,0,1,0,0,,0,0,1,1,0,,1,,,,,1,,
2219,UPS Output Frequency (Hz),upsAdvOutputFreq,uint32,0,0,1,0,0,,0,0,1,1,0,,1,,,,,1,,
2220,Temperature (Celsius),envTempDegC,uint32,0,0,1,0,0,TempDegC,0,0,1,1,0,,1,,,,,1,,
2221,High Temperature Threshold (Celsius),envTempHighThreshDegC,uint32,0,0,1,0,0,TempDegC,0,0,1,1,0,,1,,,,,1,,
2222,Low Temperature Threshold (Celsius),envTempLowThreshDegC,uint32,0,0,1,0,0,TempDegC,0,0,1,1,0,,1,,,,,1,,
2223,Relative Humidity,envHumidityRel,uint32,0,0,1,0,0,,0,0,1,1,0,,1,,,,,1,,
2224,High Relative Humidity Threshold,envHumidityRelHighThresh,uint32,0,0,1,0,0,,0,0,1,1,0,,1,,,,,1,,
2225,Low Relative Humidity Threshold,envHumidityRelLowThresh,uint32,0,0,1,0,0,,0,0,1,1,0,,1,,,,,1,,
2226,Liebert HVAC System State,lgpSystemState,uint16,0,0,0,1,0,Code,1,1,0,0,0,,1,,,,,,,
2227,Liebert HVAC Cooling State,lgpCoolingState,uint16,0,0,0,1,0,Code,1,1,0,0,0,,1,,,,,,,
2228,Liebert HVAC Heating State,lgpHeatingState,uint16,0,0,0,1,0,Code,1,1,0,0,0,,1,,,,,,,
2229,Liebert HVAC Humidifying  State,lgpHumidState,uint16,0,0,0,1,0,Code,1,1,0,0,0,,1,,,,,,,
2230,Liebert HVAC Dehumidifying State,lgpDehumidState,uint16,0,0,0,1,0,Code,1,1,0,0,0,,1,,,,,,,
2231,Liebert HVAC Econ Cycle State,lgpEconCycle,uint16,0,0,0,1,0,Code,1,1,0,0,0,,1,,,,,,,
2232,Liebert HVAC Fan State,lgpFanState,uint16,0,0,0,1,0,Code,1,1,0,0,0,,1,,,,,,,
2233,Liebert HVAC Cooling Capacity (pct),envCoolCap,uint16,0,0,1,0,0,,0,0,1,1,0,,1,,,,,1,,
2234,Liebert HVAC Current Capacity (pct),envHeatCap,uint16,0,0,1,0,0,,0,0,1,1,0,,1,,,,,1,,
2235,RAID Group Id,raidGrpId,uint32,0,0,1,0,0,,1,1,0,0,0,,,,,,1,,,
2236,Storage LCC Status,hwLCCStatus,uint16,0,0,1,0,0,Code,1,1,0,0,0,,,,,,,,,
2237,Storage Link Status,hwLinkStatus,uint16,0,0,1,0,0,Code,1,1,0,0,0,,,,,,,,,
2238,Storage Port Status,hwPortStatus,uint16,0,0,1,0,0,Code,1,1,0,0,0,,,,,,,,,
2239,Hot Spare Disk Count,hwHotSpareDiskCount,uint32,0,0,1,0,0,,1,1,0,0,0,,,,,,,,,
2240,RAID Type,raidType,string,0,0,1,0,0,,1,1,0,1,0,,,,,,,,,
2241,UPS Battery Current (Amp),upsBatteryCurrent,double,0,0,1,0,0,,0,0,1,1,0,,1,,,,,1,,
2242,UPS Battery Temperature (Celsius),upsBatteryTempC,uint32,0,0,1,0,0,TempDegC,0,0,1,1,0,,1,,,,,1,,
2243,UPS Battery Voltage (V),upsBatteryVoltage,double,0,0,1,0,0,,0,0,1,1,0,,1,,,,,1,,
2244,UPS Estimated Time Remaining (sec),upsEstSecRemain,uint32,0,0,1,0,0,DurationSec,0,0,1,1,0,,1,,,,,1,,
#2245,Datastore Name,datastoreName,string,0,0,1,0,0,,1,1,0,1,0,,,,,,,,,
2246,Disk Queue Length,diskQLen,uint32,0,0,1,0,0,,1,1,0,0,0,,,,,,,,,
2247,Temp Offset High (Celsius),envTempOffHighDegC,uint32,0,0,1,0,0,TempDegC,0,0,1,1,0,,1,,,,,1,,
2248,Temp Offset Low (Celsius),envTempOffLowDegC,uint32,0,0,1,0,0,TempDegC,0,0,1,1,0,,1,,,,,1,,
2249,Humidity Offset High,envHumidityOffHigh,uint32,0,0,1,0,0,,0,0,1,1,0,,1,,,,,1,,
2250,Humidity Offset Low,envHumidityOffLow,uint32,0,0,1,0,0,,0,0,1,1,0,,1,,,,,1,,
2251,Misc Component Status,hwMiscCompStatus,uint16,0,0,1,0,0,Code,1,1,0,0,0,,,,,,,,,
2252,WLAN SSID,wlanSsid,string,0,0,1,0,0,,1,1,0,1,0,,,,,,,,,
2253,WLAN Controller IP,wlanContrIpAddr,IP,0,1,0,0,0,,1,1,0,0,0,,1,,,,1,,,
2254,WLAN Controller Host Name,wlanContrHostName,string,0,1,0,0,0,,1,1,0,,0,,1,,,,1,,,
2255,Destination Domain,destDomain,string,0,0,1,0,0,,1,1,0,0,0,,,,,,1,,,
2256,Source Domain,srcDomain,string,0,0,1,0,0,,1,1,0,0,0,,,,,,1,,,
2257,Output Voltage X-N,outputVoltageXNVolts,uint32,0,0,1,0,0,,0,0,1,1,0,,1,,,,,1,,
2258,Output Voltage Y-N,outputVoltageYNVolts,uint32,0,0,1,0,0,,0,0,1,1,0,,1,,,,,1,,
2259,Output Voltage Z-N,outputVoltageZNVolts,uint32,0,0,1,0,0,,0,0,1,1,0,,1,,,,,1,,
2260,Output Current X (Amps),outputCurrentXAmps,uint32,0,0,1,0,0,,0,0,1,1,0,,1,,,,,1,,
2261,Output Current Y (Amps),outputCurrentYAmps,uint32,0,0,1,0,0,,0,0,1,1,0,,1,,,,,1,,
2262,Output Current Z (Amps),outputCurrentZAmps,uint32,0,0,1,0,0,,0,0,1,1,0,,1,,,,,1,,
2263,Neutral Current (Amps),neutralCurrentAmps,uint32,0,0,1,0,0,,0,0,1,1,0,,1,,,,,1,,
2264,Ground Current (Amps),groundCurrentAmps,double,0,0,1,0,0,,0,0,1,1,0,,1,,,,,1,,
2265,Output Power (Watts),outputPowerWatts,uint32,0,0,1,0,0,,0,0,1,1,0,,1,,,,,1,,
2266,Power Factor,powerFactor,uint32,0,0,1,0,0,,0,0,1,1,0,,1,,,,,1,,
2267,Output Frequency (Hz),outputFrequency,uint32,0,0,1,0,0,,0,0,1,1,0,,1,,,,,1,,
2268,Output Vx THD,outputVxTHD,double,0,0,1,0,0,,0,0,1,1,0,,1,,,,,1,,
2269,Output Vy THD,outputVyTHD,double,0,0,1,0,0,,0,0,1,1,0,,1,,,,,1,,
2270,Output Vz THD,outputVzTHD,double,0,0,1,0,0,,0,0,1,1,0,,1,,,,,1,,
2271,Output lx THD,outputLxTHD,double,0,0,1,0,0,,0,0,1,1,0,,1,,,,,1,,
2272,Output ly THD,outputLyTHD,double,0,0,1,0,0,,0,0,1,1,0,,1,,,,,1,,
2273,Output lz THD,outputLzTHD,double,0,0,1,0,0,,0,0,1,1,0,,1,,,,,1,,
2274,Output kWh,outputKWh,double,0,0,1,0,0,,0,0,1,1,0,,1,,,,,1,,
2275,Output lx Crest Factor,outputLxCrestFactor,double,0,0,1,0,0,,0,0,1,1,0,,1,,,,,1,,
2276,Output ly Crest Factor,outputLyCrestFactor,double,0,0,1,0,0,,0,0,1,1,0,,1,,,,,1,,
2277,Output lz Crest Factor,outputLzCrestFactor,double,0,0,1,0,0,,0,0,1,1,0,,1,,,,,1,,
2278,Output lx K-Factor,outputLxKFactor,double,0,0,1,0,0,,0,0,1,1,0,,1,,,,,1,,
2279,Output ly K-Factor,outputLyKFactor,double,0,0,1,0,0,,0,0,1,1,0,,1,,,,,1,,
2280,Output lz K-Factor,outputLzKFactor,double,0,0,1,0,0,,0,0,1,1,0,,1,,,,,1,,
2281,Output lx Capacity,outputLxCapacity,uint32,0,0,1,0,0,,0,0,1,1,0,,1,,,,,1,,
2282,Output ly Capacity,outputLyCapacity,uint32,0,0,1,0,0,,0,0,1,1,0,,1,,,,,1,,
2283,Output lz Capacity,outputLzCapacity,uint32,0,0,1,0,0,,0,0,1,1,0,,1,,,,,1,,
2284,Temperature (Fahrenheit),envTempDegF,uint32,0,0,1,0,0,TempDegF,0,0,1,1,0,,1,,,,,1,,
2285,High Temperature Threshold (Fahrenheit),envTempHighThreshDegF,uint32,0,0,1,0,0,TempDegF,0,0,1,1,0,,1,,,,,1,,
2286,Low Temperature Threshold (Fahrenheit),envTempLowThreshDegF,uint32,0,0,1,0,0,TempDegF,0,0,1,1,0,,1,,,,,1,,
2287,Temp Offset High (Fahrenheit),envTempOffHighDegF,uint32,0,0,1,0,0,TempDegF,0,0,1,1,0,,1,,,,,1,,
2288,Temp Offset Low (Fahrenheit),envTempOffLowDegF,uint32,0,0,1,0,0,TempDegF,0,0,1,1,0,,1,,,,,1,,
2289,UPS Battery Temperature (Fahrenheit),upsBatteryTempF,uint32,0,0,1,0,0,TempDegF,0,0,1,1,0,,1,,,,,1,,
2290,Interface Oper Status,ifOperStatus,string,0,0,1,0,0,,1,1,0,1,0,,,,,,,,,
2291,WLAN User count,wlanUserCount,uint32,0,0,1,0,0,,0,0,1,1,0,,1,,,,,1,,
2292,WLAN Supported Channels,wlanSuppChannels,string,0,0,1,0,0,,1,1,0,1,0,,,,,,,,,
2293,WLAN Transmit Util,wlanSendUtil,uint32,0,0,1,0,0,,0,0,1,1,0,,1,,,,,1,,
2294,WLAN Receive Util,wlanRecvUtil,uint32,0,0,1,0,0,,0,0,1,1,0,,1,,,,,1,,
2295,WLAN Channel Util,wlanChannelUtil,uint32,0,0,1,0,0,,0,0,1,1,0,,1,,,,,1,,
2296,WLAN Poor SNR User count,wlanPoorSNRUserCount,uint32,0,0,1,0,0,,0,0,1,1,0,,1,,,,,1,,
2297,WLAN Intf Load Profile,ifLoadProfile,string,0,0,1,0,0,,1,1,0,1,0,,,,,,,,,
2298,WLAN Intf Interefence Profile,ifIntefProfile,string,0,0,1,0,0,,1,1,0,1,0,,,,,,,,,
2299,WLAN Intf Coverage Profile,ifCoverageProfile,string,0,0,1,0,0,,1,1,0,1,0,,,,,,,,,"	  "
2300,WLAN Intf Noise Profile,ifNoiseProfile,string,0,0,1,0,0,,1,1,0,1,0,,,,,,,,,
2301,WLAN RSSI (dB),wlanRssi,uint32,0,0,1,0,0,Decibels,0,0,1,1,0,,1,,,,,1,,
2302,WLAN SNR (dB),wlanSnr,uint32,0,0,1,0,0,Decibels,0,0,1,1,0,,1,,,,,1,,
2303,WLAN Mobility Status,wlanMobilityStatus,string,0,0,1,0,0,,1,1,0,1,0,,,,,,,,,
2304,WLAN Protocol,wlanProtocol,string,0,0,1,0,0,,1,1,0,1,0,,,,,,,,,
2305,WLAN AP Association Uptime,wlanApAssocUpTime,uint32,0,0,1,0,0,DurationSec,0,0,1,1,0,1,,,,,,,,
2306,WLAN Max Host Txmit Rate (Mbps),wlanMaxHostTxmitRate,uint32,0,0,1,0,0,,0,0,1,1,0,,1,,,,,1,,
2307,WLAN Intf Interefence Index,ifIntefIndx,uint32,0,0,1,0,0,,1,1,0,1,0,,,,,,,,,
2308,WLAN Intf Coverage Index,ifCoverageIndx,uint32,0,0,1,0,0,,1,1,0,1,0,,,,,,,,,"	  "
2309,WLAN Intf Noise Index,ifNoiseIndx,uint32,0,0,1,0,0,,1,1,0,1,0,,,,,,,,,
2310,Datastore Type,datastoreType,string,0,0,1,0,0,,1,1,0,1,0,,,,,,0,,,
2311,Disk RW Rate (req/sec),diskRWReqPerSec,double,0,0,1,0,0,PerSec,0,0,1,0,0,,1,,,,,,,
2312,Disk RW Rate (KBps),diskRWKBytesPerSec,double,0,0,1,0,0,KBytesPerSec,1,1,0,0,0,,,,,,,,,
2313,Printer Device Status,prtDevStatus,string,0,0,1,0,0,,1,1,0,1,0,,,,,,,,,
2314,Printer Printing Status,prtPrintStatus,string,0,0,1,0,0,,1,1,0,1,0,,,,,,,,,
2315,Printer Error State,prtErrorState,string,0,0,1,0,0,,1,1,0,1,0,,,,,,,,,
2316,Printed Page Count,prtPrintPageCount,uint32,0,0,1,0,0,,1,1,0,1,0,,,,,,,,,
2317,Printer Supply Name,prtSupplyName,string,0,0,1,0,0,,1,1,0,1,0,,,,,,,,,
2318,Printer Supply Type,prtSupplyType,string,0,0,1,0,0,,1,1,0,1,0,,,,,,,,,
2319,Printer Max Supply Level,prtMaxSupplyLevel,int32,0,0,1,0,0,,1,1,0,1,0,,,,,,,,,
2320,Printer Current Supply Level,prtCurrSupplyLevel,int32,0,0,1,0,0,,1,1,0,1,0,,,,,,,,,
2321,Printer Supply Unit,prtSupplyUnit,string,0,0,1,0,0,,1,1,0,1,0,,,,,,,,,
2322,Printer Pct Used Supply,prtCurrSupplyUsedPct,double,0,0,1,0,0,,1,1,0,1,0,,,,,,,,,
2323,SAN FC Login Status,fcLoginStatus,uint32,0,0,1,0,0,,1,1,0,0,0,,,,,,1,,,
2324,SAN FC Registration Status,fcRegStatus,uint32,0,0,1,0,0,,1,1,0,0,0,,,,,,1,,,
2325,SAN LUN Name List,lunNameList,string,0,0,1,0,0,,1,1,0,0,0,,,,,,1,,,
2326,SAN Storage Group Name,sgName,string,0,0,1,0,0,,1,1,0,0,0,,,,,,1,,,
2327,Current Weekly Disk Growth,diskGrowthMBWeekly,double,0,0,1,0,0,DiskMB,0,0,1,1,0,,1,,,,,1,,
2328,Avg Weekly Disk Growth,avgDiskGrowthMBWeekly,double,0,0,1,0,0,DiskMB,0,0,1,1,0,,1,,,,,1,,
2329,Current Monthly Disk Growth,diskGrowthMBMonthly,double,0,0,1,0,0,DiskMB,0,0,1,1,0,,1,,,,,1,,
2330,Avg Monthly Disk Growth,avgDiskGrowthMBMonthly,double,0,0,1,0,0,DiskMB,0,0,1,1,0,,1,,,,,1,,
2331,Disk IO Rate (KBps),diskTotKBytesPerSec,double,0,0,1,0,0,KBytesPerSec,1,1,0,0,0,,,,,,,,,
2332,Disk IO Rate (req/sec),diskTotReqPerSec,double,0,0,1,0,0,PerSec,0,0,1,0,0,,1,,,,,,,
2333,ISCSI Request Rate (/sec),iscsiOpsPerSec,double,0,0,1,0,0,PerSec,1,1,0,0,0,,,,,,,,,
2334,FCP Request Rate (/sec),fcpOpsPerSec,double,0,0,1,0,0,PerSec,1,1,0,0,0,,,,,,,,,
2335,NFS Read Request (/sec),nfsReadOpsPerSec,double,0,0,1,0,0,PerSec,1,1,0,0,0,,,,,,,,,
2336,NFS Write Request (/sec),nfsWriteOpsPerSec,double,0,0,1,0,0,PerSec,1,1,0,0,0,,,,,,,,,
2337,NFS Read Latency (ms),nfsReadLatency,double,0,0,1,0,0,DurationMSec,0,0,1,0,0,,1,,,,,,,
2338,NFS Write Latency (ms),nfsWriteLatency,double,0,0,1,0,0,DurationMSec,0,0,1,0,0,,1,,,,,,,
2339,NFS Read Volume (KBps),nfsReadKBytesPerSec,double,0,0,1,0,0,KBytesPerSec,0,0,1,0,0,,1,,,,,,,
2340,NFS Write Volume (KBps),nfsWriteKBytesPerSec,double,0,0,1,0,0,KBytesPerSec,0,0,1,0,0,,1,,,,,,,
2341,ISCSI Read Request (/sec),iscsiReadOpsPerSec,double,0,0,1,0,0,PerSec,1,1,0,0,0,,,,,,,,,
2342,ISCSI Write Request (/sec),iscsiWriteOpsPerSec,double,0,0,1,0,0,PerSec,1,1,0,0,0,,,,,,,,,
2343,ISCSI Read Latency (ms),iscsiReadLatency,double,0,0,1,0,0,DurationMSec,0,0,1,0,0,,1,,,,,,,
2344,ISCSI Write Latency (ms),iscsiWriteLatency,double,0,0,1,0,0,DurationMSec,0,0,1,0,0,,1,,,,,,,
2345,ISCSI Read Volume (KBps),iscsiReadKBytesPerSec,double,0,0,1,0,0,KBytesPerSec,0,0,1,0,0,,1,,,,,,,
2346,ISCSI Write Volume (KBps),iscsiWriteKBytesPerSec,double,0,0,1,0,0,KBytesPerSec,0,0,1,0,0,,1,,,,,,,
2347,FCP Read Request (/sec),fcpReadOpsPerSec,double,0,0,1,0,0,PerSec,1,1,0,0,0,,,,,,,,,
2348,FCP Write Request (/sec),fcpWriteOpsPerSec,double,0,0,1,0,0,PerSec,1,1,0,0,0,,,,,,,,,
2349,FCP Read Latency (ms),fcpReadLatency,double,0,0,1,0,0,DurationMSec,0,0,1,0,0,,1,,,,,,,
2350,FCP Write Latency (ms),fcpWriteLatency,double,0,0,1,0,0,DurationMSec,0,0,1,0,0,,1,,,,,,,
2351,FCP Read Volume (KBps),fcpReadKBytesPerSec,double,0,0,1,0,0,KBytesPerSec,0,0,1,0,0,,1,,,,,,,
2352,FCP Write Volume (KBps),fcpWriteKBytesPerSec,double,0,0,1,0,0,KBytesPerSec,0,0,1,0,0,,1,,,,,,,
2353,CIFS Latency (ms),cifsLatency,double,0,0,1,0,0,DurationMSec,0,0,1,0,0,,1,,,,,,,
2354,CIFS Read Latency (ms),cifsReadLatency,double,0,0,1,0,0,DurationMSec,0,0,1,0,0,,1,,,,,,,
2355,CIFS Write Latency (ms),cifsWriteLatency,double,0,0,1,0,0,DurationMSec,0,0,1,0,0,,1,,,,,,,
2356,CIFS Read Request (/sec),cifsReadOpsPerSec,double,0,0,1,0,0,PerSec,1,1,0,0,0,,,,,,,,,
2357,CIFS Write Request (/sec),cifsWriteOpsPerSec,double,0,0,1,0,0,PerSec,1,1,0,0,0,,,,,,,,,
2358,Aggregate Read Request (/sec),aggrReadOpsPerSec,double,0,0,1,0,0,PerSec,1,1,0,0,0,,,,,,,,,
2359,Aggregate Write Request (/sec),aggrWriteOpsPerSec,double,0,0,1,0,0,PerSec,1,1,0,0,0,,,,,,,,,
2360,Aggregate Transfer (/sec),aggrTxfrPerSec,double,0,0,1,0,0,PerSec,1,1,0,0,0,,,,,,,,,
2361,Aggregate CP Read (/sec),aggrCpReadPerSec,double,0,0,1,0,0,PerSec,1,1,0,0,0,,,,,,,,,
2362,Disk Queue Full (/sec),diskQueueFull,double,0,0,1,0,0,PerSec,1,1,0,0,0,,,,,,,,,
2363,SAN Read Request (/sec),sanReadOpsPerSec,double,0,0,1,0,0,PerSec,1,1,0,0,0,,,,,,,,,
2364,SAN Write Request (/sec),sanWriteOpsPerSec,double,0,0,1,0,0,PerSec,1,1,0,0,0,,,,,,,,,
2365,SAN Read Latency (ms),sanReadLatency,double,0,0,1,0,0,DurationMSec,0,0,1,0,0,,1,,,,,,,
2366,SAN Write Latency (ms),sanWriteLatency,double,0,0,1,0,0,DurationMSec,0,0,1,0,0,,1,,,,,,,
2367,NetApp Aggregate Name,aggrName,string,0,0,1,0,0,,1,1,0,1,0,,,,,,0,,,
2368,NetApp Volume Name,volName,string,0,0,1,0,0,,1,1,0,1,0,,,,,,0,,,
2369,Disk Transfer Ops(/s),diskTfrOpsPerSec,double,0,0,1,0,0,,1,1,0,0,0,,,,,,,,,
2370,Total Disk Count,totDisk,uint32,0,0,1,0,0,,1,1,0,1,0,,,,,,,,,
2371,Active Disk Count,activeDisk,uint32,0,0,1,0,0,,1,1,0,1,0,,,,,,,,,
2372,Failed Disk Count,failedDisk,uint32,0,0,1,0,0,,1,1,0,1,0,,,,,,,,,
2373,Spare Disk Count,spareDisk,uint32,0,0,1,0,0,,1,1,0,1,0,,,,,,,,,
2374,Reconstructing Disk Count,reconstDisk,uint32,0,0,1,0,0,,1,1,0,1,0,,,,,,,,,
2375,Reconstructing Parity Disk Count,reconstParityDisk,uint32,0,0,1,0,0,,1,1,0,1,0,,,,,,,,,
2376,Verify Parity Disk Count,verifyParityDisk,uint32,0,0,1,0,0,,1,1,0,1,0,,,,,,,,,
2377,Scrubbing Disk Count,scrubbDisk,uint32,0,0,1,0,0,,1,1,0,1,0,,,,,,,,,
2378,Add Spare Disk Count,addSpareDisk,uint32,0,0,1,0,0,,1,1,0,1,0,,,,,,,,,
2379,Disk IO Queue,ioQueue,uint32,0,0,1,0,0,,1,1,0,1,0,,,,,,,,,
2380,Disk Transfer Rate(/sec),diskTransferRate,double,0,0,1,0,0,PerSec,1,1,0,0,0,,,,,,,,,
2381,SAN Connection Count,sanConnCount,uint32,0,0,1,0,0,,1,1,0,1,0,,,,,,,,,
2382,Hardware Raid Status,hwRaidStatus,uint16,0,0,1,0,0,Code,1,1,0,0,0,,,,,,,,,
2383,Total Storage (MB),totalStorageMB,uint32,0,0,1,0,0,DiskMB,0,0,1,1,0,,1,,,,,1,,
2384,Used Storage (MB),usedStorageMB,uint32,0,0,1,0,0,DiskMB,0,0,1,1,0,,1,,,,,1,,
2385,Reserved Storage (MB),resvStorageMB,uint32,0,0,1,0,0,DiskMB,0,0,1,1,0,,1,,,,,1,,
2386,Reserved Used Disk (MB),resvUsedStorageMB,uint32,0,0,1,0,0,DiskMB,0,0,1,1,0,,1,,,,,1,,
2387,Total Volumes,totalVolume,uint32,0,0,1,0,0,,1,1,0,1,0,,,,,,,,,
2388,Used Volumes,usedVolume,uint32,0,0,1,0,0,,1,1,0,1,0,,,,,,,,,
2389,Online Volumes,onlineVolume,uint32,0,0,1,0,0,,1,1,0,1,0,,,,,,,,,
2390,Total Snapshots,totalSnapshot,uint32,0,0,1,0,0,,1,1,0,1,0,,,,,,,,,
2391,Used Snapshots,usedSnapshot,uint32,0,0,1,0,0,,1,1,0,1,0,,,,,,,,,
2392,Online Snapshots,onlineSnapshot,uint32,0,0,1,0,0,,1,1,0,1,0,,,,,,,,,
2393,Used Inodes,inodeUsed,uint32,0,0,1,0,0,,1,1,0,1,0,,,,,,,,,
2394,Free Inodes,inodeFree,uint32,0,0,1,0,0,,1,1,0,1,0,,,,,,,,,
2395,Max Inodes,inodeMax,uint32,0,0,1,0,0,,1,1,0,1,0,,,,,,,,,
2396,Inode Util,inodeUsedPct,double,0,0,1,0,0,,1,1,0,1,0,,,,,,,,,
2397,Used Files,fileUsed,uint32,0,0,1,0,0,,1,1,0,1,0,,,,,,,,,
2398,Free Files,fileFree,uint32,0,0,1,0,0,,1,1,0,1,0,,,,,,,,,
2399,Max Files,fileMax,uint32,0,0,1,0,0,,1,1,0,1,0,,,,,,,,,
2400,File Util,fileUsedPct,double,0,0,1,0,0,,1,1,0,1,0,,,,,,,,,
2401,Max Inode Util,maxInodeUsedPct,double,0,0,1,0,0,,1,1,0,1,0,,,,,,,,,
2402,Max File Util,maxFileUsedPct,double,0,0,1,0,0,,1,1,0,1,0,,,,,,,,,
2403,Max Disk Util,maxDiskUtil,double,0,0,1,0,0,,1,1,0,1,0,,,,,,,,,
2404,Virtual Memory (KB),virtMemKBytes,uint32,0,0,1,0,0,MemoryKB,0,0,1,1,0,,1,,,,,,,
2405,Peak Virtual Memory (KB),peakVirtMemKBytes,uint32,0,0,1,0,0,MemoryKB,0,0,1,1,0,,1,,,,,,,
2406,OS Service Path,servicePath,string,0,0,1,0,0,,1,1,0,1,0,,,,,,,,,
2407,OS Service Description,serviceDesc,string,0,0,1,0,0,,1,1,0,1,0,,,,,,,,,
## App attributes (range 3000-3999),,,,,,,,,,,,,,,,,,,,,,,
3000,User,user,string,0,0,0,1,0,,1,1,0,0,0,,,,,,1,,,
3001,Target User,targetUser,string,0,0,0,1,0,,1,1,0,0,0,,,,,,1,,,
3002,User Group,userGrp,string,0,0,0,1,0,,1,1,0,0,0,,,,,,1,,,
3003,Target User Group,targetUserGrp,string,0,0,0,1,0,,1,1,0,0,0,,,,,,1,,,
3004,Win Logon Type,winLogonType,uint16,0,0,0,1,0,Code,1,1,0,0,0,,,,,,1,,,
3005,Win Logon Id,winLogonId,string,0,0,0,1,0,,0,0,0,0,0,,,,,,1,,,
3006,Logon Time,logonTime,Date,0,0,0,1,0,,0,0,0,0,0,,,,,,1,,,
3007,Logoff Time,logoffTime,Date,0,0,0,1,0,,0,0,0,0,0,,,,,,1,,,
3008,Application Name,appName,string,0,0,0,1,0,,1,1,0,0,0,,,,,,1,,,
3009,Application Ver,appVersion,string,0,0,0,1,0,,1,1,0,0,0,,,,,,1,,,
3010,HTTP Proto Version,httpVersion,string,0,0,0,1,0,,1,1,0,0,0,,,,,,1,,,
3011,Web Server Instance,srvInstName,string,0,0,0,1,0,,1,1,0,0,0,,,,,,1,,,
3012,HTTP User Agent,httpUserAgent,string,0,0,0,1,0,,1,1,0,0,0,,,,,,1,,,
3013,HTTP Referrer,httpReferrer,string,0,0,0,1,0,,1,1,0,0,0,,,,,,1,,,
3014,HTTP Method,httpMethod,string,0,0,0,1,0,,1,1,0,0,0,,,,,,1,,,
3015,URI Stem,uriStem,string,0,0,0,1,0,,1,1,0,0,0,,,,,,1,,,
3016,URI Query,uriQuery,string,0,0,0,1,0,,1,1,0,0,0,,,,,,1,,,
3017,HTTP Status ,httpStatusCode,string,0,0,0,1,0,Code,1,1,0,0,0,,,,,,1,,,
3018,HTTP Sub-status,httpSubStatusCode,string,0,0,0,1,0,Code,1,1,0,0,0,,,,,,1,,,
3019,HTTP Win32 Status,httpWin32Status,string,0,0,0,1,0,,1,1,0,0,0,,,,,,1,,,
3020,FTP Method,ftpMethod,string,0,0,0,1,0,,1,1,0,0,0,,,,,,1,,,
3021,FTP Status Code,ftpStatusCode,string,0,0,0,1,0,Code,1,1,0,0,0,,,,,,1,,,
3022,Win Logon Fail Code,winLogonFailCode,uint64,0,0,0,1,0,Code,1,1,0,0,0,,,,,,1,,,
3023,Kerberos Fail Code,winKerbFailCode,string,0,0,0,1,0,Code,1,1,0,0,0,,,,,,1,,,
3024,NAC Syst Posture Token,nacSysPostTok,string,0,0,0,1,0,,1,1,0,0,0,,,,,,1,,,
3025,NAC App Posture Token,nacAppPosTok,string,0,0,0,1,0,,1,1,0,0,0,,,,,,1,,,
3026,Cisco ACS Fail Code,ciscoACSFailCode,string,0,0,0,1,0,,1,1,0,0,0,,,,,,1,,,
3027,Command,command,string,0,0,0,1,0,,1,1,0,0,0,,,,,,1,,,
3028,HTTP Content Length,httpContentLen,uint16,0,0,0,1,0,,1,1,0,0,0,,,,,,1,,,
3029,Win IAS Fail Code,winIASFailCode,string,0,0,0,1,0,,1,1,0,0,0,,,,,,1,,,
3030,MIME Type,httpContentType,string,0,0,0,1,0,,1,1,0,0,0,,,,,,1,,,
3031,File Extension,httpFileExt,string,0,0,0,1,0,,1,1,0,0,0,,,,,,1,,,
3032,Mail Sender,senderMailAddr,string,0,0,0,1,0,,1,1,0,0,0,,,,,,1,,,
3033,Mail Receiver,receiverMailAddr,string,0,0,0,1,0,,1,1,0,0,0,,,,,,1,,,
3034,Mail Subject,mailSubject,string,0,0,0,1,0,,1,1,0,0,0,,,,,,1,,,
3035,Web Site Category,webCategory,string,0,0,0,1,0,,1,1,0,0,0,,,,,,1,,,
3036,Spam Vendor,vendor,string,0,0,0,1,0,,1,1,0,0,0,,,,,,1,,,
3037,Spam Score,spamScore,uint16,0,0,0,1,0,,0,0,1,1,0,,,,,,1,,,
3038,Virus Name,virusName,string,0,0,0,1,0,,1,1,0,0,0,,,,,,1,,,
3039,Virus Type,virusType,string,0,0,0,1,0,,1,1,0,0,0,,,,,,1,,,
3040,Virus Action,virusAction,string,0,0,0,1,0,,1,1,0,0,0,,,,,,1,,,
3041,Virus Quarantine Status,virusQuarantStatus,string,0,0,0,1,0,,1,1,0,0,0,,,,,,1,,,
3042,Added Item,addedItem,string,0,0,0,1,0,,1,1,0,0,0,,,,,1,1,,,
